company_name,filing_date,Risk Factors,cleaned_text
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-17 TRUST,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-18 TRUST,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-19 TRUST,1999-03-25,,
MORGAN STANLEY CAP I INC COMM MORT PASS THR CER SER 1998 XL2,1999-03-25,,
CENTEX HOME EQUITY LOAN TRUST 1998-3,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-20 TRUST,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-21 TRUST,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-22 TRUST,1999-03-25,,
SALOMON BR MOR SEC VII INC SERIES 1998-11,1999-03-25,,
MORGAN STANLEY ABS CAPITAL I INC LIFE BA AS BA CE SE 1998-01,1999-03-25,,
IRWIN REVOLVING HOME EQUITY LOAN TRUST 1998-1,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998 23 TRUST,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998 24 TRUST,1999-03-25,,
NORWEST INTEG STRUC ASS INC MORT PASS THR CERT SER 1998 2 TR,1999-03-25,,
OCWEN MORTGAGE LOAN ASSET BACKED CERT SERIES 1998-OFS3,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-25 TRUST,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-26 TRUST,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-27 TRUST,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-28 TRUST,1999-03-25,,
NATIONSBANC MONTGOMERY FUNDING CORP MR PS TH CT SR 1998-03,1999-03-25,,
NATIONSLINK FUNDING CORP COMM MORT PASS THR CERT SER 1998-2,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-29 TRUST,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-30 TRUST,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-32 TRUST,1999-03-25,,
CENTEX HOME EQUITY LOAN TRUST 1998-4,1999-03-25,,
NORWEST INTEGRATED STRUCTURED ASS INC MORT ASS BACK PASS THR,1999-03-25,,
OCWEN MORTGAGE LOAN TRUST ASS BACK NOTES SER 1998-OAC1,1999-03-25,,
C BASS TRUST 1998 3 ASSET BACKED CERT SERIES 1998 3,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-31 TRUST,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-33 TRUST,1999-03-25,,
NORWEST ASSET SEC CORP MORT PASS THR CERT SER 1998-34 TRUST,1999-03-25,,
PDC 1998-A LTD PARTNERSHIP,1999-03-24,,
PDC 1998-B LTD PARTNERSHIP,1999-03-25,,
PDC 1998-C LTD PARTNERSHIP,1999-03-25,,
PDC 1998-D LTD PARTNERSHIP,1999-03-25,,
WRIGLEY WILLIAM JR CO,1999-03-25,,
BIO RAD LABORATORIES INC,1999-03-25,,
BRUNSWICK CORP,1999-03-24,,
CAROLINA POWER & LIGHT CO,1999-03-25,,
IMCO RECYCLING INC,1999-03-25,,
AXSYS TECHNOLOGIES INC,1999-03-25,,
CSS INDUSTRIES INC,1999-03-25,,
NEWPORT CORP,1999-03-25,,
COMSAT CORP,1999-03-25,,
SPIEGEL INC,1999-03-25,,
PROTECTIVE LIFE INSURANCE CO,1999-03-25,,
ELSINORE CORP,1999-03-25,,
TEXAS VANGUARD OIL CO,1999-03-25,,
OEC MEDICAL SYSTEMS INC,1999-03-25,,
AMERICAN WATER WORKS CO INC,1999-03-25,"The following sets forth the names, ages and business experience during the past five years of the executive officers of the Registrant.  No family relationships exist among any of such executive officers, nor do any arrangements or understandings exist between any such executive officer and any other person pursuant to which he was selected as an officer.        Name             Age   Business Experience During Past Five Years                J. James Barr           57   President and Chief Executive Officer                              of the Registrant since March, 1998 and Acting                              President and Chief Executive Officer of the                              Registrant from November, 1997 to March, 1998.                              Vice President and Treasurer of the                              Registrant prior thereto.  Gerald C. Smith         64   Vice President of the Registrant.  W. Timothy Pohl         44   General Counsel and Secretary of the                              Registrant.  Joseph F. Hartnett, Jr. 47   Treasurer of the Registrant since January,                              1998.  Vice President and Treasurer of                              American Water Works Service Company, Inc.,                              service subsidiary of the Registrant, prior                              thereto.  Robert D. Sievers       45   Comptroller of the Registrant.       The executive officers are elected at the annual organizational meeting of the Board of Directors of the Registrant which is held in May.  The executive officers serve at the pleasure of the Board of Directors.  Successors to officers who resign, die or are removed during the year are elected by the Board.",the following sets forth the names ages and business experience during the past five years of the executive officers of the registrant no family relationships exist among any of such executive officers nor do any arrangements or understandings exist between any such executive officer and any other person pursuant to which he was selected as an officer name age business experience during past five years j james barr president and chief executive officer of the registrant since march and acting president and chief executive officer of the registrant from november to march vice president and treasurer of the registrant prior thereto gerald c smith vice president of the registrant w timothy pohl general counsel and secretary of the registrant joseph f hartnett jr treasurer of the registrant since january vice president and treasurer of american water works service company inc service subsidiary of the registrant prior thereto robert d sievers comptroller of the registrant the executive officers are elected at the annual organizational meeting of the board of directors of the registrant which is held in may the executive officers serve at the pleasure of the board of directors successors to officers who resign die or are removed during the year are elected by the board
GRIFFIN REAL ESTATE FUND II,1999-03-25,,
GBC BANCORP,1999-03-25,,
GENTEX CORP,1999-03-25,,
TRUSTMARK CORP,1999-03-25,,
FIRST WILKOW VENTURE,1999-03-25,,
FMC CORP,1999-03-25,,
FORD MOTOR CREDIT CO,1999-03-25,,
FOREST OIL CORP,1999-03-25,,
FRIENDLY ICE CREAM CORP,1999-03-25,,
GRACO INC,1999-03-25,,
GREEN MOUNTAIN POWER CORP,1999-03-25,,
HAMPTON INDUSTRIES INC /NC/,1999-03-25,,
IBP INC,1999-03-25,,
FORT JAMES CORP,1999-03-25,,
KOLLMORGEN CORP,1999-03-25,,
LANCE INC,1999-03-25,,
LUFKIN INDUSTRIES INC,1999-03-25,,
MCMORAN EXPLORATION CO /DE/,1999-03-25,,
MONSANTO CO,1999-03-25,,
APACHE CORP,1999-03-25,,
VLSI TECHNOLOGY INC,1999-03-25,,
ONE LIBERTY PROPERTIES INC,1999-03-25,,
PNC BANK CORP,1999-03-25,,
LSB BANCSHARES INC /NC/,1999-03-25,,
AMCORE FINANCIAL INC,1999-03-25,,
S&T BANCORP INC,1999-03-25,,
IL FORNAIO AMERICA CORP,1999-03-25,,
CAPITAL INDUSTRIES INC,1999-03-25,,
MYLEX CORP,1999-03-25,,
OLD REPUBLIC INTERNATIONAL CORP,1999-03-25,,
REPUBLIC SECURITY FINANCIAL CORP,1999-03-25,,
AVANT IMMUNOTHERAPEUTICS INC,1999-03-25,,
NOONEY REALTY TRUST INC,1999-03-25,,
NEWHALL LAND & FARMING CO /CA/,1999-03-25,,
NEORX CORP,1999-03-25,,
GRIFFIN REAL ESTATE FUND V,1999-03-25,,
MORGAN STANLEY CAPITAL I INC,1999-03-25,,
FIRST COMMERCE BANCSHARES INC,1999-03-25,,
PENN VIRGINIA CORP,1999-03-25,,
COMMERCE NATIONAL CORP,1999-03-25,,
MORTGAGE SECURITIES III TRUSTS A,1999-03-25,,
EXCEL PROPERTIES LTD,1999-03-25,,
SIERRAWEST BANCORP,1999-03-25,,
X RITE INC,1999-03-25,,
LONE STAR TECHNOLOGIES INC,1999-03-25,,
CARTER WILLIAM CO /GA/,1999-03-25,,
UNITED ASSET MANAGEMENT CORP,1999-03-25,,
M I SCHOTTENSTEIN HOMES INC,1999-03-25,,
MORTGAGE SECURITIES III TRUSTS B,1999-03-25,,
PXRE CORP,1999-03-25,,
FCNB CORP,1999-03-25,,
COCA COLA ENTERPRISES INC,1999-03-25,,
MORTGAGE SECURITIES III TRUSTS D,1999-03-25,,
MID ATLANTIC CENTERS LIMITED PARTNERSHIP,1999-03-25,,
INLAND MORTGAGE INVESTORS FUND LP II,1999-03-25,,
MISSISSIPPI VALLEY BANCSHARES INC,1999-03-25,,
PUBLIX SUPER MARKETS INC,1999-03-25,,
MINUTEMAN INTERNATIONAL INC,1999-03-25,,
STERLING FINANCIAL CORP /PA/,1999-03-25,,
CALGON CARBON CORPORATION,1999-03-25,,
MORTGAGE SECURITIES III TRUSTS C,1999-03-25,,
LADISH CO INC,1999-03-25,,
HOME PRODUCTS INTERNATIONAL INC,1999-03-25,,
SEARS DC CORP,1999-03-25,,
INTELLICALL INC,1999-03-25,,
COLUMBIA LABORATORIES INC,1999-03-25,,
ML ASSET BACKED CORP,1999-03-25,,
AAON INC,1999-03-25,,
BANKFIRST CORP,1999-03-25,,
MORTGAGE SECURITIES III TRUSTS E,1999-03-25,,
MORTGAGE SECURITIES III TRUSTS F,1999-03-25,,
AETNA LIFE INSURANCE & ANNUITY CO /CT,1999-03-25,,
RICHTON INTERNATIONAL CORP,1999-03-25,,
PRUDENTIAL SECURITIES SECURED FINANCING CORP,1999-03-25,,
INLAND MORTGAGE INVESTORS FUND III LP,1999-03-25,,
ROADWAY EXPRESS INC,1999-03-25,,
ARMOR HOLDINGS INC,1999-03-25,,
FEDERAL AGRICULTURAL MORTGAGE CORP,1999-03-25,,
ROGERS CORP,1999-03-25,,
FIRST UNION COMMERCIAL MORTGAGE SECURITIES INC,1999-03-25,,
ALTERNATIVE ASSET GROWTH FUND L P,1999-03-25,,
HISTORIC PRESERVATION PROPERTIES 1990 LP TAX CREDIT FUND,1999-03-25,,
CABOT OIL & GAS CORP,1999-03-25,,
HOMESIDE MORTGAGE SECURITIES INC /DE/,1999-03-25,,
HOMESIDE MORTGAGE SECURITIES INC /DE/,1999-03-25,,
GLACIER BANCORP INC,1999-03-25,,
R & B INC,1999-03-25,,
MERIDIAN RESOURCE CORP,1999-03-25,,
JONES APPAREL GROUP INC,1999-03-25,,
COR THERAPEUTICS INC / DE,1999-03-25,,
INCYTE PHARMACEUTICALS INC,1999-03-25,,
CHECKERS DRIVE IN RESTAURANTS INC /DE,1999-03-25,,
TERRA NITROGEN CO L P /DE,1999-03-25,,
MEDQUIST INC,1999-03-25,,
SYNAPTIC PHARMACEUTICAL CORP,1999-03-25,,
COLLABORATIVE CLINICAL RESEARCH INC,1999-03-25,,
TACO CABANA INC,1999-03-25,,
RIBOZYME PHARMACEUTICALS INC,1999-03-25,,
O REILLY AUTOMOTIVE INC,1999-03-25,,
CALYPTE BIOMEDICAL CORP,1999-03-25,,
SIMMONS FIRST NATIONAL CORP,1999-03-25,,
COMMERCIAL ASSETS INC,1999-03-25,,
LODGENET ENTERTAINMENT CORP,1999-03-25,,
STORAGE USA INC,1999-03-25,,
FFLC BANCORP INC,1999-03-25,,
UNIVERSAL FOREST PRODUCTS INC,1999-03-25,,
FINANCIAL SECURITY ASSURANCE HOLDINGS LTD/NY/,1999-03-25,,
